responseid,imp_accept,other_accept,self_accept,r10panelpad,opinion_ban,opinion_strength,video_mobile,video_ended,video_error,video_paused,video_played,video_timespent,video_report,r10pad4_comment,fairness,accept,trust,check_outcome,check_politician,r10pad1_9_backward_1,r10pad1_9_backward_2,r10pad1_9_backward_3,r10pad1_9_backward_4,r10pad1_9_backward_5,r10pad1_9_backward_6,r10pad1_9_backward_7,r10pad1_9_backward_8,video,treatment,favorability,mcheck_favorability,imp_accept2,other_accept2,self_accept2,opinion_strength2
1008651,4,4,4,1,Pro,3,1,NA,NA,NA,NA,88,1,,4,4,4,2,2,NA,NA,NA,1,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1008658,3,3,4,1,Pro,4,0,2,NA,NA,2,136,1,,5,4,3,1,2,1,1,1,1,1,1,1,1,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,High degree,Important
1008679,NA,NA,NA,1,Pro,1,0,1,NA,1,1,103,1,,5,5,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,NA,NA,NA,Not important
1008726,4,2,4,1,Pro,4,0,1,NA,1,1,94,1,,4,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Important
1008746,5,4,5,1,Pro,2,0,NA,NA,NA,NA,129,1,,5,5,4,1,1,NA,1,1,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1008747,3,4,4,1,Pro,4,0,2,NA,2,2,179,1,,5,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,High degree,High degree,Important
1008778,4,3,4,1,Pro,2,0,1,NA,1,1,104,1,,3,4,3,2,2,NA,1,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1008832,3,3,3,1,Pro,3,1,NA,NA,NA,NA,109,1,,4,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1008841,5,4,4,1,Pro,4,1,NA,NA,NA,NA,92,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1008853,4,NA,4,1,Pro,3,0,1,NA,1,1,106,1,,4,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,NA,High degree,Not important
1008919,4,4,4,1,Pro,4,1,NA,NA,NA,NA,158,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1008946,5,4,4,1,Pro,3,0,3,NA,6,8,61,1,,4,4,3,1,2,1,1,1,1,1,1,1,1,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1008963,5,4,5,1,Pro,4,0,1,NA,1,1,116,1,,5,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1008994,3,3,4,1,Pro,2,0,1,NA,1,1,118,1,,4,4,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1009023,4,4,4,1,Pro,2,0,1,NA,4,8,144,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1009056,5,4,4,1,Pro,2,0,1,NA,1,1,111,1,,5,5,5,2,2,NA,1,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009065,4,4,4,1,Pro,4,1,NA,NA,NA,NA,90,1,,5,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1009101,5,5,5,1,Pro,2,0,1,NA,1,1,115,1,,5,5,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009106,4,3,4,1,Pro,2,1,NA,NA,NA,NA,125,1,,4,4,3,2,2,1,1,1,1,1,1,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1009119,5,3,4,1,Pro,3,0,1,NA,1,1,129,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1009122,4,4,4,1,Pro,2,0,1,NA,1,1,90,1,,4,4,3,1,2,1,NA,NA,NA,NA,NA,NA,1,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1009153,4,4,4,1,Pro,5,0,1,NA,NA,1,119,1,,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1009176,5,5,5,1,Pro,4,0,1,NA,1,1,106,1,,3,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Important
1009185,4,4,4,1,Pro,3,0,1,NA,NA,1,127,1,,4,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009189,5,4,5,1,Pro,2,0,1,NA,1,1,150,1,,3,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1009198,3,4,4,1,Pro,3,0,1,NA,1,1,100,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,High degree,Not important
1009216,5,4,4,1,Pro,2,0,1,NA,1,1,105,1,,5,5,4,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1009232,4,4,4,1,Pro,2,0,1,NA,1,1,120,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009285,4,4,4,1,Pro,4,0,3,NA,4,4,138,1,,5,5,5,1,2,NA,NA,1,1,1,1,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1009311,5,3,3,1,Pro,3,1,NA,NA,NA,NA,111,1,,3,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1009312,3,4,4,1,Pro,4,1,NA,NA,NA,NA,186,3,,3,4,3,2,1,1,1,1,1,1,1,1,1,video_proban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Important
1009402,4,5,4,1,Pro,5,0,1,NA,1,1,121,1,,5,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Important
1009461,4,4,4,1,Pro,4,0,1,NA,1,1,112,1,,4,3,3,2,NA,NA,NA,1,1,1,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Important
1009490,4,3,3,1,Pro,3,0,3,NA,4,4,218,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1009506,3,4,4,1,Pro,3,1,NA,NA,NA,NA,118,3,,4,3,NA,2,2,NA,NA,NA,NA,1,1,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1009511,3,3,3,1,Pro,2,0,1,NA,4,4,137,1,,3,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1009516,3,3,3,1,Pro,3,1,NA,NA,NA,NA,104,1,,4,4,3,2,1,NA,1,NA,NA,NA,NA,NA,1,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1009517,3,3,4,1,Pro,2,1,NA,NA,NA,NA,88,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1009529,4,4,4,1,Pro,2,0,1,NA,NA,1,106,1,,4,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1009544,4,4,4,1,Pro,2,0,NA,NA,NA,NA,220,1,,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1009555,4,3,3,1,Pro,3,0,1,NA,NA,1,111,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1009556,4,4,4,1,Pro,3,0,1,NA,5,5,296,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009571,3,4,3,1,Pro,3,1,NA,NA,NA,NA,101,1,,5,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1009578,3,3,3,1,Pro,3,0,1,NA,1,1,123,3,,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1009606,4,4,4,1,Pro,4,0,2,NA,NA,2,89,1,,4,5,4,2,2,NA,1,1,1,1,1,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1009633,NA,NA,NA,1,Pro,2,1,NA,NA,NA,NA,116,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,NA,NA,NA,Not important
1009693,3,3,3,1,Pro,3,1,NA,NA,NA,NA,125,1,,4,2,3,2,1,1,1,1,1,1,1,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1009732,4,4,4,1,Pro,2,1,NA,NA,NA,NA,135,1,,4,2,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1009748,3,4,4,1,Pro,2,0,1,NA,1,1,89,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,1,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Not important
1009822,4,4,4,1,Pro,2,0,1,NA,1,1,91,3,,4,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1009876,4,3,3,1,Pro,2,0,1,NA,1,1,88,1,,4,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1009915,3,4,4,1,Pro,4,1,NA,NA,NA,NA,86,1,,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Not important,High degree,High degree,Important
1009918,4,4,3,1,Pro,2,0,1,NA,1,1,107,3,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,Low degree,Not important
1009920,4,3,4,1,Pro,2,0,1,NA,NA,1,134,1,,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,High degree,Not important
1009965,4,4,3,1,Pro,3,0,2,NA,5,3,102,1,,4,4,3,2,1,1,1,1,1,1,1,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,Low degree,Not important
1009977,3,3,3,1,Pro,4,0,2,NA,2,2,96,1,,4,4,2,2,2,1,1,1,1,1,1,1,1,video_proban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Important
1010039,4,3,4,1,Pro,3,0,1,NA,1,1,166,1,,4,NA,4,2,2,1,NA,NA,NA,NA,NA,NA,1,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1010048,4,4,5,1,Pro,4,0,1,NA,1,1,89,1,,5,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1010059,3,4,2,1,Pro,3,1,NA,NA,NA,NA,106,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1010065,4,4,4,1,Pro,3,0,1,NA,NA,1,86,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1010095,3,3,3,1,Pro,3,0,1,NA,1,1,110,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1010101,4,4,4,1,Pro,3,0,1,NA,1,2,244,1,,4,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1010152,4,4,4,1,Pro,5,1,NA,NA,NA,NA,123,1,,2,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Important
1010179,4,3,4,1,Pro,3,0,1,NA,1,1,115,1,,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1010199,5,4,4,1,Pro,5,0,1,NA,1,1,88,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Important
1010226,5,3,3,1,Pro,5,0,1,NA,1,1,126,1,,4,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,Low degree,Important
1010256,2,5,2,1,Pro,4,0,2,NA,2,2,250,1,,2,2,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Important
1010302,4,3,4,1,Pro,4,0,1,NA,1,1,113,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Important
1010341,3,5,4,1,Pro,3,0,1,NA,1,1,113,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1010355,4,4,3,1,Pro,3,0,1,NA,NA,1,133,1,,5,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,Low degree,Not important
1010397,4,4,4,1,Pro,4,1,NA,NA,NA,NA,101,1,,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Important
1010403,3,4,3,1,Pro,2,0,1,NA,1,1,90,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Not important,High degree,Low degree,Not important
1010406,4,4,4,1,Pro,3,1,NA,NA,NA,NA,120,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1010408,4,4,4,1,Pro,3,0,1,NA,1,1,171,1,,4,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,High degree,Not important
1010436,3,3,3,1,Pro,3,0,1,NA,1,2,116,3,,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1010442,3,3,4,1,Pro,1,0,1,NA,1,2,141,1,,4,5,4,2,2,NA,1,1,NA,NA,NA,1,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1010469,2,4,2,1,Pro,2,1,NA,NA,NA,NA,117,1,,4,3,2,2,2,NA,1,1,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1010479,4,4,3,1,Pro,4,0,1,NA,1,1,99,1,,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,Low degree,Important
1010487,4,3,3,1,Pro,3,1,NA,NA,NA,NA,108,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1010516,4,3,3,1,Pro,4,0,1,NA,NA,1,126,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,Low degree,Low degree,Important
1010537,4,4,4,1,Pro,3,0,1,NA,1,1,87,1,,4,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,Important,High degree,High degree,Not important
1010555,NA,NA,NA,1,Pro,3,1,NA,NA,NA,NA,95,1,,4,4,4,2,2,1,1,1,1,1,1,NA,NA,video_proban_treat,Not shown,Unfavorable,Correct,NA,NA,NA,Not important
1010612,4,4,3,1,Pro,4,0,1,NA,1,1,87,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,Important,High degree,Low degree,Important
1010664,4,4,4,1,Pro,5,0,2,NA,2,2,124,1,,4,4,3,2,NA,1,1,1,1,1,1,1,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Important
1010703,NA,NA,NA,1,Pro,2,1,NA,NA,NA,NA,88,1,,4,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Winner,Favorable,Correct,NA,NA,NA,Not important
1010745,4,4,4,1,Pro,3,0,1,NA,1,1,110,1,,5,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1010785,3,3,4,1,Pro,4,0,2,NA,3,3,196,1,,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,video_proban_treat,Winner,Favorable,Correct,Not important,Low degree,High degree,Important
1010865,4,4,4,1,Pro,2,1,NA,NA,NA,NA,146,1,,4,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1010892,5,3,4,1,Pro,4,1,NA,NA,NA,NA,121,1,,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_proban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Important
1000012,4,2,3,1,Anti,3,1,NA,NA,NA,NA,93,1,,4,5,5,1,2,NA,NA,1,NA,NA,NA,NA,1,video_antiban_treat,Winner,Favorable,Correct,Important,Low degree,Low degree,Not important
1000016,3,5,4,1,Anti,3,1,NA,NA,NA,NA,112,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1000045,2,3,4,1,Anti,1,0,1,NA,1,1,114,1,,4,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1000058,2,4,3,1,Anti,3,0,1,NA,1,1,104,1,,4,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1000075,3,4,3,1,Anti,2,0,1,NA,1,1,106,1,,4,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1000078,3,3,2,1,Anti,3,0,1,NA,1,1,113,1,,2,2,1,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1000080,4,2,3,1,Anti,1,1,NA,NA,NA,NA,93,1,,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1000169,4,NA,4,1,Anti,1,0,1,NA,1,1,88,1,,3,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,NA,High degree,Not important
1000215,4,4,4,1,Anti,2,0,1,NA,1,2,146,1,,5,4,4,2,1,NA,1,1,NA,NA,NA,1,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1000253,4,3,3,1,Anti,4,0,1,NA,1,1,110,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,Low degree,Important
1000273,3,3,3,1,Anti,2,0,1,NA,3,4,115,1,,3,4,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Not important,Low degree,Low degree,Not important
1000305,4,4,4,1,Anti,2,0,1,NA,1,1,115,1,,5,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1000353,4,4,3,1,Anti,NA,0,1,NA,1,1,100,1,,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,High degree,Low degree,NA
1000367,1,4,1,1,Anti,3,0,1,NA,2,2,76,1,,3,4,3,1,2,NA,NA,1,1,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,Low degree,Not important
1000448,3,3,4,1,Anti,2,1,NA,NA,NA,NA,115,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1000462,1,3,4,1,Anti,1,1,NA,NA,NA,NA,113,1,,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,Low degree,High degree,Not important
1000498,5,4,4,1,Anti,NA,0,1,NA,1,1,102,1,,4,5,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,NA
1000609,3,3,3,1,Anti,2,0,1,NA,1,1,117,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1000611,4,4,4,1,Anti,2,0,3,NA,NA,2,109,1,,5,5,4,1,2,1,1,1,1,1,1,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1000685,3,4,3,1,Anti,2,0,1,NA,2,3,120,1,,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1000700,3,4,3,1,Anti,5,1,NA,NA,NA,NA,93,1,,4,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,Low degree,Important
1000771,3,4,4,1,Anti,2,0,1,NA,1,1,95,1,,4,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Not important,High degree,High degree,Not important
1000783,3,4,4,1,Anti,3,0,1,NA,1,1,120,1,,4,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Not important,High degree,High degree,Not important
1000793,4,4,4,1,Anti,3,1,NA,NA,NA,NA,108,1,,5,5,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1000897,2,5,3,1,Anti,2,0,1,NA,1,1,108,1,,5,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,Low degree,Not important
1000909,3,4,4,1,Anti,4,1,NA,NA,NA,NA,92,1,,4,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,High degree,High degree,Important
1000923,4,3,3,1,Anti,3,0,1,NA,1,1,111,1,,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1000985,3,3,3,1,Anti,2,1,NA,NA,NA,NA,89,1,,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Not important,Low degree,Low degree,Not important
1001021,1,4,4,1,Anti,5,0,1,NA,1,1,103,3,,4,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Not important,High degree,High degree,Important
1001031,4,3,4,1,Anti,2,0,1,NA,1,1,96,1,,3,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001103,4,4,4,1,Anti,2,1,NA,NA,NA,NA,126,1,,4,4,4,2,1,1,1,1,1,1,1,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,High degree,High degree,Not important
1001117,4,4,4,1,Anti,2,0,2,NA,3,3,148,1,,5,5,5,1,2,NA,NA,NA,NA,1,1,NA,NA,video_antiban_treat,Winner,Favorable,Correct,Important,High degree,High degree,Not important
1001136,4,3,4,1,Anti,3,1,NA,NA,NA,NA,109,1,,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Lamenting politician,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001157,4,3,4,1,Anti,2,1,NA,NA,NA,NA,117,1,,3,3,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001216,4,3,4,1,Anti,2,0,1,NA,1,1,122,1,,3,4,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,video_antiban_treat,General Prime,Unfavorable,Correct,Important,Low degree,High degree,Not important
1001235,4,3,3,1,Anti,3,0,2,NA,NA,2,191,1,,4,2,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,video_antiban_treat,Not shown,Unfavorable,Correct,Important,Low degree,Low degree,Not important
1001238,4,4,3,1,Anti,4,0,1,NA,1,1,104,1,,5,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,video_antiban_treat,Specific prime,Unfavorable,Correct,Important,High degree,Low degree,Important
