"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time"
"1271",1009261,2,3,2,1,6,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",126
"1272",1009263,1,4,2,5,7,2,1,1,1,2,98,3,98,3,98,2,"timeTracker2_R13PAD6B",55
"1273",1009264,1,4,1,3,4,1,1,1,3,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",75
"1274",1009269,1,4,1,4,2,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",43
"1275",1009285,1,2,1,2,5,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",76
"1276",1009287,1,4,2,3,7,2,1,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",122
"1277",1009288,1,3,2,3,3,1,2,1,3,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",162
"1278",1009300,1,1,2,1,6,2,2,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",66
"1279",1009301,2,4,1,3,6,2,1,1,2,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",88
"1280",1009306,2,3,2,5,4,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65
"1281",1009309,1,4,2,1,6,2,2,2,1,2,98,3,98,1,98,1,"timeTracker2_R13PAD6B",0
"1282",1009311,1,3,2,1,3,1,1,1,2,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",139
"1283",1009345,1,4,2,4,5,1,2,1,3,1,2,98,3,98,1,98,"timeTracker2_R13PAD6A",83
"1284",1009347,97,3,2,4,2,2,1,2,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",109
"1285",1009356,1,4,2,4,1,2,2,1,3,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",38
"1286",1009370,2,3,2,4,6,1,2,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",164
"1287",1009375,1,3,2,3,7,1,2,1,1,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",81
"1288",1009380,1,4,2,4,2,1,1,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",93
"1289",1009383,1,3,2,2,3,2,2,2,2,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",79
