"","responseid","r13pad1","r13pad2","r13pad3","r13pad4","r13pad5_avsender","r13pad5_sak","r13pad5_utfall","r13pad5_vinner","r13pad5_vinnermargin","r13pad6_ran","r13pad6a","r13pad6b","r13pad7a","r13pad7b","r13pad8a","r13pad8b","Scale_time","time"
"2099",1013986,1,2,2,1,3,1,2,2,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",644
"2100",1013990,1,3,2,1,6,2,1,2,3,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",94
"2101",1013992,1,3,2,1,6,1,2,2,1,2,98,2,98,1,98,2,"timeTracker2_R13PAD6B",77
"2102",1013993,1,4,1,3,3,2,2,1,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",82
"2103",1013996,1,3,2,4,5,2,1,1,2,1,5,98,4,98,5,98,"timeTracker2_R13PAD6A",77
"2104",1014007,2,4,1,3,1,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",131
"2105",1014022,2,1,1,3,2,2,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",79
"2106",1014024,2,4,2,2,6,2,1,1,2,2,98,4,98,3,98,3,"timeTracker2_R13PAD6B",72
"2107",1014025,1,2,1,2,1,2,2,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",71
"2108",1014030,2,4,2,4,4,1,2,1,3,1,1,98,3,98,1,98,"timeTracker2_R13PAD6A",87
"2109",1014032,1,2,2,4,6,1,1,2,3,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",139
"2110",1014033,1,4,2,3,2,1,2,2,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",52
"2111",1014037,1,5,2,3,3,2,2,2,2,2,98,2,98,3,98,1,"timeTracker2_R13PAD6B",63
"2112",1014039,2,2,2,4,6,1,1,1,2,1,1,98,4,98,1,98,"timeTracker2_R13PAD6A",159
"2113",1014042,1,1,2,1,5,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",74
"2114",1014046,2,4,2,2,7,2,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",55
"2115",1014054,1,2,2,1,6,2,1,1,3,2,98,2,98,3,98,5,"timeTracker2_R13PAD6B",94
"2116",1014064,1,3,2,4,4,1,1,1,2,1,2,98,4,98,4,98,"timeTracker2_R13PAD6A",72
"2117",1014070,1,3,2,2,2,1,2,1,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",528
"2118",1014074,2,5,2,3,2,2,1,1,1,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",92
"2119",1014075,2,3,2,2,6,2,2,2,3,1,2,98,1,98,2,98,"timeTracker2_R13PAD6A",152
"2120",1014076,2,2,2,5,3,2,2,2,2,2,98,2,98,3,98,1,"timeTracker2_R13PAD6B",67
"2121",1014078,2,2,2,4,6,1,2,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",70
"2122",1014086,1,2,2,3,7,1,1,2,1,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",45
"2123",1014088,2,4,2,3,3,2,2,1,2,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",101
"2124",1014096,1,2,2,2,5,2,1,2,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",198
"2125",1014102,2,2,1,2,6,2,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",55
"2126",1014103,1,3,2,2,4,1,1,2,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",66
"2127",1014112,2,4,1,3,1,2,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",88
"2128",1014128,1,2,2,1,3,2,2,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",37
"2129",1014139,1,1,2,2,6,1,2,2,2,1,2,98,2,98,4,98,"timeTracker2_R13PAD6A",115
"2130",1014140,2,4,1,2,7,1,1,2,1,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",60
"2131",1014150,2,3,1,3,1,1,1,2,3,2,98,5,98,5,98,3,"timeTracker2_R13PAD6B",74
"2132",1014151,1,4,2,3,1,2,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",124
"2133",1014156,1,2,2,2,4,2,1,2,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",90
"2134",1014167,2,3,2,3,6,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",762
"2135",1014172,1,4,1,4,7,1,1,1,2,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",205
"2136",1014175,2,4,1,2,6,2,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",159
"2137",1014176,1,4,2,3,7,2,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",152
"2138",1014177,1,3,1,4,5,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",212
"2139",1014187,2,4,1,4,7,2,1,1,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",47
"2140",1014198,1,3,1,2,6,2,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",121
"2141",1014200,2,4,2,2,4,2,1,2,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",102
"2142",1014212,2,4,2,2,7,2,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",131
"2143",1014213,1,4,2,3,2,1,1,2,2,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",67
"2144",1014220,2,4,2,3,6,2,2,1,1,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",254
"2145",1014228,1,3,2,1,5,2,1,2,2,2,98,3,98,4,98,4,"timeTracker2_R13PAD6B",70
"2146",1014235,1,2,2,2,2,2,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",71
"2147",1014239,2,1,2,1,6,1,2,2,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",140
"2148",1014248,1,4,2,1,1,2,2,1,2,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",90
"2149",1014249,1,3,1,4,6,2,2,1,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",80
"2150",1014275,2,5,1,3,4,1,1,1,1,1,1,98,2,98,3,98,"timeTracker2_R13PAD6A",431
"2151",1014279,1,4,2,3,2,1,2,1,3,2,98,3,98,4,98,4,"timeTracker2_R13PAD6B",62
"2152",1014282,1,4,1,3,7,1,1,2,1,1,2,98,3,98,1,98,"timeTracker2_R13PAD6A",64
"2153",1014304,1,1,1,5,4,2,1,2,1,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",77
"2154",1014309,2,4,1,2,3,2,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",97
"2155",1014331,1,4,2,2,1,2,2,1,1,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",77
"2156",1014346,2,4,2,3,7,2,2,2,3,2,98,2,98,3,98,1,"timeTracker2_R13PAD6B",111106
"2157",1014354,2,2,1,1,7,2,2,1,2,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",141
"2158",1014355,2,3,1,4,2,1,2,2,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",64
"2159",1014366,1,3,2,5,4,1,1,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",36
"2160",1014381,1,2,2,2,2,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",16
"2161",1014399,97,5,2,1,5,1,1,2,2,1,5,98,3,98,1,98,"timeTracker2_R13PAD6A",104
"2162",1014414,2,3,2,2,7,2,2,2,2,2,98,2,98,1,98,3,"timeTracker2_R13PAD6B",1303
"2163",1014415,1,5,1,2,5,2,2,2,3,1,1,98,4,98,1,98,"timeTracker2_R13PAD6A",65
"2164",1014428,2,5,2,5,7,2,1,1,3,1,1,98,1,98,2,98,"timeTracker2_R13PAD6A",113
"2165",1014434,1,3,2,3,7,2,2,2,3,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",42
"2166",1014435,2,3,1,2,5,1,2,1,2,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",230
"2167",1014443,1,1,2,2,7,2,2,1,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",154
"2168",1014449,1,3,2,5,4,2,1,2,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",111
"2169",1014458,2,3,1,3,7,1,2,1,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",46
"2170",1014473,2,3,2,3,5,1,1,2,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",73
"2171",1014474,1,3,2,2,1,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",56
"2172",1014481,2,2,1,4,1,2,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",45
"2173",1014483,2,2,1,2,1,2,1,2,1,2,98,2,98,1,98,1,"timeTracker2_R13PAD6B",86
"2174",1014485,1,4,2,2,7,2,2,1,2,2,98,3,98,2,98,3,"timeTracker2_R13PAD6B",133
"2175",1014490,1,3,2,3,4,1,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",59
"2176",1014491,1,2,2,2,4,1,1,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",90
"2177",1014492,1,3,2,4,1,2,2,1,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",53
"2178",1014500,2,3,2,2,1,2,2,2,1,2,98,3,98,3,98,4,"timeTracker2_R13PAD6B",43
"2179",1014510,2,3,2,3,6,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",38
"2180",1014520,2,2,2,2,6,2,1,2,1,2,98,5,98,4,98,1,"timeTracker2_R13PAD6B",100
"2181",1014522,1,4,2,2,4,1,2,1,1,2,98,4,98,4,98,2,"timeTracker2_R13PAD6B",117
"2182",1014532,2,97,1,2,3,1,2,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",139
"2183",1014533,1,3,1,3,3,2,1,1,1,2,98,2,98,97,98,1,"timeTracker2_R13PAD6B",177
"2184",1014544,2,2,2,1,5,2,1,2,3,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",168
"2185",1014546,1,3,2,5,2,2,1,2,1,1,3,98,3,98,5,98,"timeTracker2_R13PAD6A",31
"2186",1014556,1,3,2,2,1,1,2,2,3,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",42
"2187",1014560,1,3,2,1,2,1,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",1692
"2188",1014561,1,4,2,4,3,2,2,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",138
"2189",1014563,1,2,2,2,4,2,1,2,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",75
"2190",1014593,1,2,2,4,7,1,1,1,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",198
"2191",1014608,2,2,2,2,2,2,2,2,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",87
"2192",1014611,1,3,2,3,7,2,1,1,1,1,3,98,4,98,3,98,"timeTracker2_R13PAD6A",94
"2193",1014636,1,3,2,3,1,1,1,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",80
"2194",1014645,2,3,2,2,4,2,1,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",47
"2195",1014646,1,2,2,1,3,2,1,2,2,1,5,98,4,98,5,98,"timeTracker2_R13PAD6A",116
"2196",1014649,2,3,2,4,5,2,2,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",91
"2197",1014651,1,2,2,2,2,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",221
"2198",1014656,1,4,2,2,3,2,1,2,2,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",93
"2199",1014662,1,4,2,5,4,2,1,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",80
"2200",1014664,2,4,2,4,3,2,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",81
"2201",1014666,1,4,2,1,2,2,1,2,2,2,98,4,98,5,98,5,"timeTracker2_R13PAD6B",54
"2202",1014673,2,4,2,4,2,2,2,1,2,2,98,2,98,2,98,3,"timeTracker2_R13PAD6B",59
"2203",1014675,2,3,2,2,4,2,1,1,3,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",107
"2204",1014680,1,2,2,1,6,2,2,2,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",190
"2205",1014682,1,3,2,1,7,2,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",112
"2206",1014683,2,4,2,2,4,1,1,2,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",92
"2207",1014701,2,4,2,3,5,2,2,1,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",43
"2208",1014719,1,4,1,4,3,1,2,2,3,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",48
"2209",1014724,1,3,1,2,2,1,1,1,1,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",80
"2210",1014727,1,3,1,3,2,1,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",189
"2211",1014734,2,2,2,2,1,1,2,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",105
"2212",1014738,2,4,2,3,3,2,2,1,1,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",53
"2213",1014743,2,4,2,4,3,2,1,1,3,2,98,4,98,4,98,4,"timeTracker2_R13PAD6B",111
"2214",1014744,1,3,2,1,2,1,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",146
"2215",1014745,1,2,2,5,1,1,1,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",78
"2216",1014748,1,3,2,3,5,2,2,1,2,2,98,3,98,2,98,1,"timeTracker2_R13PAD6B",101
"2217",1014757,1,4,2,3,5,2,1,1,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",99
"2218",1014772,1,4,2,5,3,1,2,1,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",175
"2219",1014773,1,4,2,1,7,1,1,1,1,1,2,98,2,98,3,98,"timeTracker2_R13PAD6A",132
"2220",1014777,1,4,2,4,5,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",73
"2221",1014780,2,3,2,2,2,2,1,2,3,1,4,98,4,98,3,98,"timeTracker2_R13PAD6A",59
"2222",1014784,2,4,1,5,7,1,2,1,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",93
"2223",1014797,1,4,2,2,3,2,1,1,2,1,1,98,4,98,2,98,"timeTracker2_R13PAD6A",93
"2224",1014808,2,4,1,3,3,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",125
"2225",1014816,2,4,2,2,6,2,2,2,3,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",80
"2226",1014819,1,4,2,3,6,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",92
"2227",1014827,2,2,1,4,7,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",88
"2228",1014830,1,3,2,2,6,1,1,1,2,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",62
"2229",1014856,1,4,1,3,6,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",123
"2230",1014862,1,4,2,4,3,2,1,2,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",86
"2231",1014867,1,3,1,5,2,2,1,1,3,2,98,4,98,3,98,4,"timeTracker2_R13PAD6B",71
"2232",1014875,1,2,1,2,5,2,1,1,3,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",483217
"2233",1014881,1,3,2,1,6,2,1,1,2,2,98,5,98,5,98,5,"timeTracker2_R13PAD6B",48
"2234",1014886,2,2,1,4,1,2,1,1,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",125
"2235",1014897,2,4,2,2,2,1,1,2,2,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",55
"2236",1014907,2,4,1,2,6,1,2,2,3,1,1,98,2,98,1,98,"timeTracker2_R13PAD6A",118
"2237",1014912,1,4,2,2,3,1,1,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",102
"2238",1014918,2,5,2,5,2,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",161
"2239",1014930,2,4,2,2,7,2,1,1,2,1,3,98,3,98,4,98,"timeTracker2_R13PAD6A",32
"2240",1014942,1,4,2,2,5,1,2,1,1,1,2,98,3,98,2,98,"timeTracker2_R13PAD6A",63
"2241",1014952,2,3,2,4,2,2,1,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",88
"2242",1014965,2,3,2,4,1,2,2,1,3,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",98
"2243",1014969,2,4,2,3,5,1,1,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",59
"2244",1014975,2,2,2,3,7,2,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",202
"2245",1014980,1,4,2,3,1,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",68
"2246",1014982,2,4,1,3,3,1,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",60
"2247",1014986,1,1,2,1,2,2,2,1,1,1,5,98,4,98,4,98,"timeTracker2_R13PAD6A",155
"2248",1014991,1,2,2,2,3,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",65
"2249",1014992,1,3,2,2,2,2,1,2,3,2,98,4,98,4,98,3,"timeTracker2_R13PAD6B",73
"2250",1014995,2,4,2,3,6,1,2,2,1,2,98,2,98,4,98,2,"timeTracker2_R13PAD6B",124
"2251",1015007,2,5,2,5,5,2,1,1,2,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",170
"2252",1015017,1,4,2,4,6,1,2,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",86
"2253",1015018,1,3,2,3,7,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",89
"2254",1015037,2,4,1,4,5,2,2,1,1,1,3,98,3,98,2,98,"timeTracker2_R13PAD6A",75
"2255",1015044,2,2,1,2,3,1,1,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",123
"2256",1015047,2,3,1,2,3,1,2,1,3,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",29
"2257",1015055,1,3,1,4,6,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",97
"2258",1015057,2,4,2,5,6,1,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",262
"2259",1015063,2,4,2,2,4,1,2,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",232
"2260",1015069,1,2,2,4,5,1,2,2,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",5368
"2261",1015076,1,4,2,4,1,1,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",107
"2262",1015078,1,4,2,5,1,2,2,1,1,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",93
"2263",1015082,1,2,2,1,6,1,2,2,3,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",50
"2264",1015089,1,2,2,5,7,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",99
"2265",1015100,1,4,2,3,1,2,1,1,1,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",57
"2266",1015104,97,3,1,4,2,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",74
"2267",1015112,2,4,2,4,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",74
"2268",1015116,2,3,2,4,2,1,2,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",70
"2269",1015129,1,3,2,1,5,1,2,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",200
"2270",1015132,1,5,1,5,4,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",55
"2271",1015136,2,4,2,3,1,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",71
"2272",1015139,1,4,1,4,5,1,2,2,2,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",160
"2273",1015140,1,1,1,2,6,2,2,1,1,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",299
"2274",1015141,1,2,2,5,4,1,2,2,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",152
"2275",1015146,1,3,2,2,5,1,2,2,1,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",122
"2276",1015149,1,3,2,1,1,1,2,1,2,2,98,3,98,4,98,4,"timeTracker2_R13PAD6B",69
"2277",1015152,1,3,2,4,4,2,2,2,1,2,98,1,98,97,98,97,"timeTracker2_R13PAD6B",107
"2278",1015153,1,3,2,3,7,2,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",64
"2279",1015154,1,2,2,2,7,2,2,2,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",197
"2280",1015159,1,4,2,1,2,1,1,2,1,1,2,98,1,98,1,98,"timeTracker2_R13PAD6A",56
"2281",1015161,1,3,1,3,3,2,1,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",94
"2282",1015166,2,4,2,1,7,1,2,1,3,2,98,97,98,97,98,3,"timeTracker2_R13PAD6B",76
"2283",1015167,1,2,2,4,5,2,2,1,2,1,3,98,2,98,3,98,"timeTracker2_R13PAD6A",31
"2284",1015172,2,3,1,3,4,1,2,1,3,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",51
"2285",1015173,1,3,2,3,2,2,1,2,2,1,2,98,3,98,3,98,"timeTracker2_R13PAD6A",142
"2286",1015288,1,3,2,2,4,2,1,2,1,2,98,2,98,2,98,4,"timeTracker2_R13PAD6B",190
"2287",1015289,1,3,2,3,4,1,1,2,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",111
"2288",1015291,1,4,2,3,1,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",89
"2289",1015296,2,5,2,1,2,1,2,1,3,1,3,98,2,98,2,98,"timeTracker2_R13PAD6A",83
"2290",1015305,1,4,2,1,3,2,2,2,3,2,98,1,98,2,98,2,"timeTracker2_R13PAD6B",71
"2291",1015308,1,3,2,3,3,1,2,2,3,1,1,98,3,98,2,98,"timeTracker2_R13PAD6A",66
"2292",1015309,2,4,2,4,2,2,1,1,2,2,98,2,98,2,98,4,"timeTracker2_R13PAD6B",68
"2293",1015312,2,3,2,4,2,1,2,2,3,2,98,4,98,4,98,5,"timeTracker2_R13PAD6B",124
"2294",1015317,2,3,2,3,1,2,2,1,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",94
"2295",1015320,1,2,2,3,4,1,1,1,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",164
"2296",1015331,2,4,2,3,2,2,1,2,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",48
"2297",1015335,2,3,2,4,3,2,1,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",224
"2298",1015337,2,4,2,3,3,1,1,2,2,2,98,3,98,3,98,3,"timeTracker2_R13PAD6B",106
"2299",1015338,2,4,2,4,2,2,2,2,3,2,98,1,98,3,98,2,"timeTracker2_R13PAD6B",129
"2300",1015341,1,2,2,1,7,1,1,1,1,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",96
"2301",1015342,2,3,1,4,7,2,2,2,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",119
"2302",1015343,1,2,2,1,4,2,1,1,1,1,4,98,4,98,4,98,"timeTracker2_R13PAD6A",124
"2303",1015344,1,4,2,2,5,1,1,1,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",104
"2304",1015345,1,5,2,4,6,2,2,1,2,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",46
"2305",1015351,1,1,2,1,3,2,2,1,1,1,5,98,5,98,5,98,"timeTracker2_R13PAD6A",18
"2306",1015353,1,3,2,1,1,1,2,2,2,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",110
"2307",1015354,2,5,1,4,4,1,1,2,3,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",62
"2308",1015357,2,5,2,1,6,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",65
"2309",1015360,1,4,2,2,2,1,1,2,3,2,98,1,98,1,98,1,"timeTracker2_R13PAD6B",54
"2310",1015363,97,5,1,2,5,2,2,2,3,2,98,1,98,4,98,1,"timeTracker2_R13PAD6B",95
"2311",1015365,2,3,2,2,4,1,2,1,2,2,98,4,98,3,98,3,"timeTracker2_R13PAD6B",47
"2312",1015370,2,3,2,4,6,1,1,1,3,2,98,1,98,1,98,5,"timeTracker2_R13PAD6B",101
"2313",1015372,1,4,2,2,4,2,2,1,2,2,98,4,98,1,98,2,"timeTracker2_R13PAD6B",79
"2314",1015374,1,4,2,2,6,1,2,1,1,1,1,98,2,98,2,98,"timeTracker2_R13PAD6A",64
"2315",1015379,2,3,1,5,7,1,2,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",210
"2316",1015381,2,3,97,97,4,1,1,2,2,1,2,98,4,98,2,98,"timeTracker2_R13PAD6A",172
"2317",1015387,1,3,2,1,3,2,2,1,2,2,98,2,98,2,98,1,"timeTracker2_R13PAD6B",69
"2318",1015390,1,1,2,1,3,1,2,2,1,2,98,3,98,5,98,3,"timeTracker2_R13PAD6B",75
"2319",1015392,2,4,2,4,3,2,2,2,3,2,98,5,98,5,98,4,"timeTracker2_R13PAD6B",53
"2320",1015393,1,3,2,2,1,2,1,2,3,2,98,4,98,5,98,5,"timeTracker2_R13PAD6B",59
"2321",1015396,2,4,2,3,4,2,2,2,1,2,98,1,98,3,98,1,"timeTracker2_R13PAD6B",161
"2322",1015400,1,3,2,1,6,2,2,2,3,1,1,98,1,98,1,98,"timeTracker2_R13PAD6A",0
"2323",1015407,1,4,2,2,2,2,1,2,2,1,3,98,3,98,3,98,"timeTracker2_R13PAD6A",59
"2324",1015410,97,97,97,97,3,2,2,1,1,1,97,98,97,98,97,98,"timeTracker2_R13PAD6A",38
"2325",1015411,1,2,2,1,7,2,1,1,1,2,98,3,98,5,98,3,"timeTracker2_R13PAD6B",111
"2326",1015414,1,5,2,1,1,1,1,1,3,2,98,2,98,2,98,2,"timeTracker2_R13PAD6B",84
"2327",1015431,1,4,2,4,5,2,1,2,1,1,4,98,3,98,3,98,"timeTracker2_R13PAD6A",114
"2328",1015439,2,3,1,4,7,2,2,1,3,2,98,2,98,3,98,2,"timeTracker2_R13PAD6B",51
"2329",1015442,2,4,1,4,7,2,2,2,2,2,98,2,98,3,98,3,"timeTracker2_R13PAD6B",94
"2330",1015445,2,3,1,3,3,2,1,2,2,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",58
"2331",1015448,1,3,1,2,6,1,1,2,2,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",97
"2332",1015450,1,1,2,1,7,1,2,2,1,1,2,98,4,98,3,98,"timeTracker2_R13PAD6A",93
"2333",1015452,1,3,2,1,1,1,2,1,1,2,98,3,98,2,98,2,"timeTracker2_R13PAD6B",36
"2334",1015454,2,3,2,2,2,1,2,2,1,2,98,1,98,2,98,1,"timeTracker2_R13PAD6B",101
"2335",1015457,2,2,1,3,5,2,1,2,1,1,2,98,2,98,2,98,"timeTracker2_R13PAD6A",59
"2336",1015458,1,3,1,4,7,1,2,2,2,1,2,98,2,98,1,98,"timeTracker2_R13PAD6A",54
